subject,sequence,frame,camera,outcome,official_median_mm,official_p90_mm,official_p95_mm,official_coverage_50mm,txyz_median_mm,txyz_p90_mm,txyz_p95_mm,txyz_coverage_50mm,delta_median_mm
Sub07,Date06_Sub07_backpack_back,t0027.000,K1,2_IMPROVED_0_UNCHANGED_1_DEGRADED,50.21224146594345,120.07684525331712,136.25313541174714,0.4974,15.608624524877422,41.21637764957916,51.53289023931208,0.9458,-34.60361694106603
Sub07,Date06_Sub07_backpack_back,t0027.000,K2,2_IMPROVED_0_UNCHANGED_1_DEGRADED,36.530625362663756,84.15247571006981,97.33229240235667,0.637,15.137832569780983,40.26092802354343,55.050695923655326,0.9386,-21.392792792882773
Sub07,Date06_Sub07_backpack_back,t0027.000,K3,2_IMPROVED_0_UNCHANGED_1_DEGRADED,24.367403623659158,73.30735478076608,89.09711481356965,0.7782,32.47991408958742,83.28914118991567,97.35726679947486,0.677,8.11251046592826
Sub07,Date06_Sub07_backpack_back,t0039.000,K1,ALL_3_IMPROVED,50.10887208431035,116.10199978707986,139.475900222991,0.4984,10.23517584357284,28.110456234815715,55.03215205545641,0.9444,-39.87369624073751
Sub07,Date06_Sub07_backpack_back,t0039.000,K2,ALL_3_IMPROVED,32.26617841935893,76.25673326142608,93.47933411207227,0.7154,11.57095267063429,30.960555170219827,41.37534398547499,0.9712,-20.69522574872464
Sub07,Date06_Sub07_backpack_back,t0039.000,K3,ALL_3_IMPROVED,96.2600136321638,222.95516648227957,237.50930218001733,0.3214,47.271256867424285,220.66442730862093,239.4565195348898,0.5134,-48.98875676473952
Sub07,Date06_Sub07_stool_sit,t0015.000,K1,ALL_3_IMPROVED,53.017948500520646,129.69313382400307,146.74936594711846,0.4754,22.297176430143285,64.94101562336148,76.45004201422593,0.8138,-30.72077207037736
Sub07,Date06_Sub07_stool_sit,t0015.000,K2,ALL_3_IMPROVED,33.503309282938055,85.56890025354339,119.6473932715133,0.6932,26.9326889887678,71.66252203759932,96.02825843768649,0.7786,-6.570620294170254
Sub07,Date06_Sub07_stool_sit,t0015.000,K3,ALL_3_IMPROVED,51.22671810182003,196.34806831763524,294.56221058561283,0.4874,25.312645431032422,194.28010144830432,281.2143182405984,0.7028,-25.91407267078761
Sub07,Date06_Sub07_stool_sit,t0027.000,K1,2_IMPROVED_0_UNCHANGED_1_DEGRADED,25.481885055210334,77.39834062192806,113.96529307066507,0.7828,21.244202655726603,51.50681489814962,72.60824129092148,0.891,-4.237682399483731
Sub07,Date06_Sub07_stool_sit,t0027.000,K2,2_IMPROVED_0_UNCHANGED_1_DEGRADED,21.309853239640432,71.15287907753866,103.21888057610948,0.8044,29.31010320369159,87.38292767660946,118.65838935098037,0.7478,8.000249964051157
